DirtyColumn,DirtyTable,CleanColumn,
CSG_COMP_GROUP_CODE,EDM_CD_ASSEMBLY_COMP,CSG_COMP_GROUP_CODE,
DENSITY,EDM_CD_ASSEMBLY_COMP,DENSITY,
DESCRIPTION,EDM_CD_ASSEMBLY_COMP,DESCRIPTION,
DISPLACEMENT,EDM_CD_ASSEMBLY_COMP,DISPLACEMENT,
DISTANCE_FROM_BIT,EDM_CD_ASSEMBLY_COMP,DISTANCE_FROM_BIT,
EVENT_ID,EDM_CD_ASSEMBLY_COMP,EventHashID,
EXTERNAL_COMP_ACC_ID,EDM_CD_ASSEMBLY_COMP,EXTERNAL_COMP_ACC_ID,
EXTERNAL_PRESSURE_TEST,EDM_CD_ASSEMBLY_COMP,EXTERNAL_PRESSURE_TEST,
FATIGUE_ENDURANCE_LIMIT,EDM_CD_ASSEMBLY_COMP,FATIGUE_ENDURANCE_LIMIT,
FISH_NECK_TYPE,EDM_CD_ASSEMBLY_COMP,FISH_NECK_TYPE,
FISHNECK_LENGTH,EDM_CD_ASSEMBLY_COMP,FISHNECK_LENGTH,
FISHNECK_OD,EDM_CD_ASSEMBLY_COMP,FISHNECK_OD,
FLOAT_ID,EDM_CD_ASSEMBLY_COMP,FLOAT_ID,
FRICTION_COEFF,EDM_CD_ASSEMBLY_COMP,FRICTION_COEFF,
GRADE,EDM_CD_ASSEMBLY_COMP,GRADE,
GRADE_ID,EDM_CD_ASSEMBLY_COMP,GRADE_ID,
HANGER_SIZE,EDM_CD_ASSEMBLY_COMP,HANGER_SIZE,
ID_BODY,EDM_CD_ASSEMBLY_COMP,ID_BODY,
ID_CONNECTION,EDM_CD_ASSEMBLY_COMP,ID_CONNECTION,
ID_COUPLING,EDM_CD_ASSEMBLY_COMP,ID_COUPLING,
ID_DRIFT,EDM_CD_ASSEMBLY_COMP,ID_DRIFT,
ID_MIN,EDM_CD_ASSEMBLY_COMP,ID_MIN,
ID_SLEEVE,EDM_CD_ASSEMBLY_COMP,ID_SLEEVE,
INTERNAL_PRESSURE_TEST,EDM_CD_ASSEMBLY_COMP,INTERNAL_PRESSURE_TEST,
INTERNAL_REF,EDM_CD_ASSEMBLY_COMP,INTERNAL_REF,
IS_BIT_FLOW,EDM_CD_ASSEMBLY_COMP,IS_BIT_FLOW,
IS_FLOW_OUT,EDM_CD_ASSEMBLY_COMP,IS_FLOW_OUT,
IS_PORT_OPEN,EDM_CD_ASSEMBLY_COMP,IS_PORT_OPEN,
IS_SLOT_ROUND,EDM_CD_ASSEMBLY_COMP,IS_SLOT_ROUND,
IS_SLOTTED,EDM_CD_ASSEMBLY_COMP,IS_SLOTTED,
IS_SPIRAL,EDM_CD_ASSEMBLY_COMP,IS_SPIRAL,
IS_THREADLOCK_USED,EDM_CD_ASSEMBLY_COMP,IS_THREADLOCK_USED,
JOINT_COST,EDM_CD_ASSEMBLY_COMP,JOINT_COST,
JOINT_STRENGTH,EDM_CD_ASSEMBLY_COMP,JOINT_STRENGTH,
JOINT_STRENGTH_COMPRESSION,EDM_CD_ASSEMBLY_COMP,JOINT_STRENGTH_COMPRESSION,
JOINTS,EDM_CD_ASSEMBLY_COMP,JOINTS,
LENGTH,EDM_CD_ASSEMBLY_COMP,LENGTH,
LENGTH_INSIDE_COUPLING,EDM_CD_ASSEMBLY_COMP,LENGTH_INSIDE_COUPLING,
LENGTH_OUTSIDE_COUPLING,EDM_CD_ASSEMBLY_COMP,LENGTH_OUTSIDE_COUPLING,
LENGTH_TOOL_JOINT,EDM_CD_ASSEMBLY_COMP,LENGTH_TOOL_JOINT,
LENGTH_TOOL_JOINT_INSIDE,EDM_CD_ASSEMBLY_COMP,LENGTH_TOOL_JOINT_INSIDE,
LINEAR_CAPACITY,EDM_CD_ASSEMBLY_COMP,LINEAR_CAPACITY,
MAKEUP_TORQUE,EDM_CD_ASSEMBLY_COMP,MAKEUP_TORQUE,
MANUFACTURER,EDM_CD_ASSEMBLY_COMP,MANUFACTURER,
MANUFACTURER_ID,EDM_CD_ASSEMBLY_COMP,MANUFACTURER_ID,
MATERIAL,EDM_CD_ASSEMBLY_COMP,MATERIAL,
MATERIAL_ID,EDM_CD_ASSEMBLY_COMP,MATERIAL_ID,
MATERIAL_NUM,EDM_CD_ASSEMBLY_COMP,MATERIAL_NUM,
MAX_BEND,EDM_CD_ASSEMBLY_COMP,MAX_BEND,
MAX_HOLE_SIZE,EDM_CD_ASSEMBLY_COMP,MAX_HOLE_SIZE,
MAX_REC_FLOW_RATE,EDM_CD_ASSEMBLY_COMP,MAX_REC_FLOW_RATE,
MAX_SEAL_PRESSURE,EDM_CD_ASSEMBLY_COMP,MAX_SEAL_PRESSURE,
MAX_SLIP_OD,EDM_CD_ASSEMBLY_COMP,MAX_SLIP_OD,
MD_BASE,EDM_CD_ASSEMBLY_COMP,MD_BASE,
MD_TOP,EDM_CD_ASSEMBLY_COMP,MD_TOP,
MIN_ID,EDM_CD_ASSEMBLY_COMP,MIN_ID,
MIN_OP_PRESSURE,EDM_CD_ASSEMBLY_COMP,MIN_OP_PRESSURE,
MIN_SLIP_OD,EDM_CD_ASSEMBLY_COMP,MIN_SLIP_OD,
MIN_YIELD_STRESS,EDM_CD_ASSEMBLY_COMP,MIN_YIELD_STRESS,
MODEL,EDM_CD_ASSEMBLY_COMP,MODEL,
NOMINAL_SIZE,EDM_CD_ASSEMBLY_COMP,NOMINAL_SIZE,
NOMINAL_WEIGHT,EDM_CD_ASSEMBLY_COMP,NOMINAL_WEIGHT,
NOMINAL_WEIGHT_MEASURE,EDM_CD_ASSEMBLY_COMP,NOMINAL_WEIGHT_MEASURE,
NUM_ROWS,EDM_CD_ASSEMBLY_COMP,NUM_ROWS,
NUMBER_SLOTS,EDM_CD_ASSEMBLY_COMP,NUMBER_SLOTS,
OD_AVERAGE,EDM_CD_ASSEMBLY_COMP,OD_AVERAGE,
OD_BODY,EDM_CD_ASSEMBLY_COMP,OD_BODY,
OD_CONNECTION,EDM_CD_ASSEMBLY_COMP,OD_CONNECTION,
OD_EXTENDED,EDM_CD_ASSEMBLY_COMP,OD_EXTENDED,
OD_MAX,EDM_CD_ASSEMBLY_COMP,OD_MAX,
OD_RETRACTED,EDM_CD_ASSEMBLY_COMP,OD_RETRACTED,
OD_SLEEVE,EDM_CD_ASSEMBLY_COMP,OD_SLEEVE,
PERC_AREA_OPEN,EDM_CD_ASSEMBLY_COMP,PERC_AREA_OPEN,
PERCENT_PLUGGED,EDM_CD_ASSEMBLY_COMP,PERCENT_PLUGGED,
PERF_DENSITY,EDM_CD_ASSEMBLY_COMP,PERF_DENSITY,
PERF_HOLE_DIAMETER,EDM_CD_ASSEMBLY_COMP,PERF_HOLE_DIAMETER,
PILOT_HOLE_SIZE,EDM_CD_ASSEMBLY_COMP,PILOT_HOLE_SIZE,
PIPE_DATA_ID,EDM_CD_ASSEMBLY_COMP,PIPE_DATA_ID,
PIPE_PRESSURE_BURST,EDM_CD_ASSEMBLY_COMP,PIPE_PRESSURE_BURST,
PIPE_RUN_ID,EDM_CD_ASSEMBLY_COMP,PIPE_RUN_ID,
PIPE_TYPE,EDM_CD_ASSEMBLY_COMP,PIPE_TYPE,
PLAIN_END_COST,EDM_CD_ASSEMBLY_COMP,PLAIN_END_COST,
POCKET_SIZE,EDM_CD_ASSEMBLY_COMP,POCKET_SIZE,
POCKET_TYPE,EDM_CD_ASSEMBLY_COMP,POCKET_TYPE,
POISSONS_RATIO,EDM_CD_ASSEMBLY_COMP,POISSONS_RATIO,
PRESS_RATING_BOT,EDM_CD_ASSEMBLY_COMP,PRESS_RATING_BOT,
PRESS_RATING_TOP,EDM_CD_ASSEMBLY_COMP,PRESS_RATING_TOP,
PRESSURE_BURST,EDM_CD_ASSEMBLY_COMP,PRESSURE_BURST,
PRESSURE_COLLAPSE,EDM_CD_ASSEMBLY_COMP,PRESSURE_COLLAPSE,
PROFILE_TYPE,EDM_CD_ASSEMBLY_COMP,PROFILE_TYPE,
PROP_CONNECT_CATALOG_ID,EDM_CD_ASSEMBLY_COMP,PROP_CONNECT_CATALOG_ID,
PROP_CONNECT_CATALOG_ITEM_ID,EDM_CD_ASSEMBLY_COMP,PROP_CONNECT_CATALOG_ITEM_ID,
RANGE,EDM_CD_ASSEMBLY_COMP,RANGE,
REMARKS,EDM_CD_ASSEMBLY_COMP,REMARKS,
SAFETY_FACTOR,EDM_CD_ASSEMBLY_COMP,SAFETY_FACTOR,
SCREEN_LENGTH,EDM_CD_ASSEMBLY_COMP,SCREEN_LENGTH,
SEAL_TYPE,EDM_CD_ASSEMBLY_COMP,SEAL_TYPE,
SECT_TYPE_CODE,EDM_CD_ASSEMBLY_COMP,SECT_TYPE_CODE,
SEQUENCE_NO,EDM_CD_ASSEMBLY_COMP,SEQUENCE_NO,
SERIAL_NO,EDM_CD_ASSEMBLY_COMP,SERIAL_NO,
SERVICE_CLASS,EDM_CD_ASSEMBLY_COMP,SERVICE_CLASS,
SERVICE_TYPE,EDM_CD_ASSEMBLY_COMP,SERVICE_TYPE,
SLEEVE_LENGTH,EDM_CD_ASSEMBLY_COMP,SLEEVE_LENGTH,
SLIP_FRICTION_FACTOR,EDM_CD_ASSEMBLY_COMP,SLIP_FRICTION_FACTOR,
SLIP_LENGTH,EDM_CD_ASSEMBLY_COMP,SLIP_LENGTH,
SLIP_TAPER_ANGLE,EDM_CD_ASSEMBLY_COMP,SLIP_TAPER_ANGLE,
SLOT_BOTTOM_MD,EDM_CD_ASSEMBLY_COMP,SLOT_BOTTOM_MD,
SLOT_LENGTH,EDM_CD_ASSEMBLY_COMP,SLOT_LENGTH,
SLOT_TOP_MD,EDM_CD_ASSEMBLY_COMP,SLOT_TOP_MD,
SLOT_TYPE,EDM_CD_ASSEMBLY_COMP,SLOT_TYPE,
SLOT_WIDTH,EDM_CD_ASSEMBLY_COMP,SLOT_WIDTH,
SUB_ASSEMBLY_COMP_ID,EDM_CD_ASSEMBLY_COMP,SUB_ASSEMBLY_COMP_ID,
SUB_ASSEMBLY_ID,EDM_CD_ASSEMBLY_COMP,SUB_ASSEMBLY_ID,
SUPPLIER,EDM_CD_ASSEMBLY_COMP,SUPPLIER,
TFA,EDM_CD_ASSEMBLY_COMP,TFA,
THERMAL_EXPANSION_COEF,EDM_CD_ASSEMBLY_COMP,THERMAL_EXPANSION_COEF,
THREAD_TYPE,EDM_CD_ASSEMBLY_COMP,THREAD_TYPE,
TOP_CONN_LENGTH,EDM_CD_ASSEMBLY_COMP,TOP_CONN_LENGTH,
TOP_CONN_OD,EDM_CD_ASSEMBLY_COMP,TOP_CONN_OD,
TOP_CONN_TYPE,EDM_CD_ASSEMBLY_COMP,TOP_CONN_TYPE,
TORQUE_MAX,EDM_CD_ASSEMBLY_COMP,TORQUE_MAX,
TORQUE_MIN,EDM_CD_ASSEMBLY_COMP,TORQUE_MIN,
ULTIMATE_TENSILE_STRENGTH,EDM_CD_ASSEMBLY_COMP,ULTIMATE_TENSILE_STRENGTH,
UNDERCUT_ANGLE,EDM_CD_ASSEMBLY_COMP,UNDERCUT_ANGLE,
UPDATE_APP_ID,EDM_CD_ASSEMBLY_COMP,UPDATE_APP_ID,
UPDATE_DATE,EDM_CD_ASSEMBLY_COMP,UPDATE_DATE,
UPDATE_USER_ID,EDM_CD_ASSEMBLY_COMP,UPDATE_USER_ID,
WALL_THICKNESS,EDM_CD_ASSEMBLY_COMP,WALL_THICKNESS,
WALL_THICKNESS_PERCENT,EDM_CD_ASSEMBLY_COMP,WALL_THICKNESS_PERCENT,
WELL_ID,EDM_CD_ASSEMBLY_COMP,MainWellHashID,
WELLBORE_ID,EDM_CD_ASSEMBLY_COMP,MainWellBoreHashID,
WIDTH,EDM_CD_ASSEMBLY_COMP,WIDTH,
WL_BORE_SIZE,EDM_CD_ASSEMBLY_COMP,WL_BORE_SIZE,
WORKING_PRESS,EDM_CD_ASSEMBLY_COMP,WORKING_PRESS,
YIELD_WEIGHT_BODY,EDM_CD_ASSEMBLY_COMP,YIELD_WEIGHT_BODY,
YIELD_WEIGHT_CONN,EDM_CD_ASSEMBLY_COMP,YIELD_WEIGHT_CONN,
YOUNGS_MODULUS,EDM_CD_ASSEMBLY_COMP,YOUNGS_MODULUS,
ASSEMBLY_ID,EDM_CD_ASSEMBLY_STATUS,AssemblyHashID,
ASSEMBLY_STATUS_ID,EDM_CD_ASSEMBLY_STATUS,ASSEMBLY_STATUS_ID,
CUT_METHOD,EDM_CD_ASSEMBLY_STATUS,CUT_METHOD,
DATE_STATUS,EDM_CD_ASSEMBLY_STATUS,DATE_STATUS,
DISPOSITION,EDM_CD_ASSEMBLY_STATUS,DISPOSITION,
LENGTH,EDM_CD_ASSEMBLY_STATUS,LENGTH,
MD_BASE,EDM_CD_ASSEMBLY_STATUS,MD_BASE,
MD_LANDED,EDM_CD_ASSEMBLY_STATUS,MD_LANDED,
MD_TOP,EDM_CD_ASSEMBLY_STATUS,MD_TOP,
REASON,EDM_CD_ASSEMBLY_STATUS,REASON,
REMARKS,EDM_CD_ASSEMBLY_STATUS,REMARKS,
REPAIRED_BY,EDM_CD_ASSEMBLY_STATUS,REPAIRED_BY,
STATUS,EDM_CD_ASSEMBLY_STATUS,STATUS,
STATUS_CODE,EDM_CD_ASSEMBLY_STATUS,STATUS_CODE,
TVD_BASE,EDM_CD_ASSEMBLY_STATUS,TVD_BASE,
TVD_LANDED,EDM_CD_ASSEMBLY_STATUS,TVD_LANDED,
TVD_TOP,EDM_CD_ASSEMBLY_STATUS,TVD_TOP,
WELL_ID,EDM_CD_ASSEMBLY_STATUS,MainWellHashID,
WELLBORE_ID,EDM_CD_ASSEMBLY_STATUS,MainWellBoreHashID,
CONTRACTOR_ID,EDM_CD_DATUM,CONTRACTOR_ID,
CREATE_APP_ID,EDM_CD_DATUM,CREATE_APP_ID,
CREATE_DATE,EDM_CD_DATUM,CREATE_DATE,
CREATE_USER_ID,EDM_CD_DATUM,CREATE_USER_ID,
DATE_ESTABLISHED,EDM_CD_DATUM,DATE_ESTABLISHED,
DATUM_DESCRIPTION,EDM_CD_DATUM,DATUM_DESCRIPTION,
DATUM_ELEVATION,EDM_CD_DATUM,DatumElev,
DATUM_ERROR,EDM_CD_DATUM,DATUM_ERROR,
DATUM_ID,EDM_CD_DATUM,DATUM_ID,
DATUM_NAME,EDM_CD_DATUM,DATUM_NAME,
DATUM_TYPE,EDM_CD_DATUM,DATUM_TYPE,
IS_DEFAULT,EDM_CD_DATUM,IS_DEFAULT,
PHASE,EDM_CD_DATUM,PHASE,
REMARKS,EDM_CD_DATUM,REMARKS,
RIG_ID,EDM_CD_DATUM,RIG_ID,
SEQUENCE_NO,EDM_CD_DATUM,SEQUENCE_NO,
UPDATE_APP_ID,EDM_CD_DATUM,UPDATE_APP_ID,
UPDATE_DATE,EDM_CD_DATUM,UPDATE_DATE,
UPDATE_USER_ID,EDM_CD_DATUM,UPDATE_USER_ID,
WELL_ID,EDM_CD_DATUM,MainWellHashID,
ASSEMBLY_ID,EDM_CD_HOLE_SECT,AssemblyHashID,
CATALOG_KEY_DESC,EDM_CD_HOLE_SECT,CATALOG_KEY_DESC,
COF,EDM_CD_HOLE_SECT,COF,
COMP_TYPE_CODE,EDM_CD_HOLE_SECT,COMP_TYPE_CODE,
EFFECTIVE_DIAMETER,EDM_CD_HOLE_SECT,EFFECTIVE_DIAMETER,
HOLE_SECT_GROUP_ID,EDM_CD_HOLE_SECT,HOLE_SECT_GROUP_ID,
HOLE_SECT_ID,EDM_CD_HOLE_SECT,HOLE_SECT_ID,
HOLE_SIZE,EDM_CD_HOLE_SECT,HOLE_SIZE,
ID_CASING,EDM_CD_HOLE_SECT,ID_CASING,
ID_DRIFT,EDM_CD_HOLE_SECT,ID_DRIFT,
IS_TAPERED,EDM_CD_HOLE_SECT,IS_TAPERED,
LENGTH,EDM_CD_HOLE_SECT,LENGTH,
LINEAR_CAPACITY,EDM_CD_HOLE_SECT,LINEAR_CAPACITY,
MANUFACTURER,EDM_CD_HOLE_SECT,MANUFACTURER,
MD_SHOE,EDM_CD_HOLE_SECT,MD_SHOE,
MODEL,EDM_CD_HOLE_SECT,MODEL,
OD_CASING,EDM_CD_HOLE_SECT,OD_CASING,
OPEN_HOLE_SIZE,EDM_CD_HOLE_SECT,OPEN_HOLE_SIZE,
SECT_TYPE_CODE,EDM_CD_HOLE_SECT,SECT_TYPE_CODE,
SEQUENCE_NO,EDM_CD_HOLE_SECT,SEQUENCE_NO,
VOLUME_EXCESS,EDM_CD_HOLE_SECT,VOLUME_EXCESS,
WELL_ID,EDM_CD_HOLE_SECT,MainWellHashID,
WELLBORE_ID,EDM_CD_HOLE_SECT,MainWellBoreHashID,
COMMENTS,EDM_CD_OPENING_STATUS,COMMENTS,
EFFECTIVE_DATE,EDM_CD_OPENING_STATUS,EFFECTIVE_DATE,
MD_BASE,EDM_CD_OPENING_STATUS,MD_BASE,
MD_TOP,EDM_CD_OPENING_STATUS,MD_TOP,
OPENING_STATUS_ID,EDM_CD_OPENING_STATUS,OPENING_STATUS_ID,
STATUS,EDM_CD_OPENING_STATUS,STATUS,
WELL_ID,EDM_CD_OPENING_STATUS,MainWellHashID,
WELLBORE_ID,EDM_CD_OPENING_STATUS,MainWellBoreHashID,
WELLBORE_OPENING_ID,EDM_CD_OPENING_STATUS,WELLBORE_OPENING_ID,
CARRIER_DESCRIPTION,EDM_CD_PERF_INTERVAL,CARRIER_DESCRIPTION,
CARRIER_MANUFACTURER,EDM_CD_PERF_INTERVAL,CARRIER_MANUFACTURER,
CARRIER_SIZE,EDM_CD_PERF_INTERVAL,CARRIER_SIZE,
CHARGE_DESCRIPTION,EDM_CD_PERF_INTERVAL,CHARGE_DESCRIPTION,
CHARGE_MANUFACTURER,EDM_CD_PERF_INTERVAL,CHARGE_MANUFACTURER,
CHARGE_PHASING,EDM_CD_PERF_INTERVAL,CHARGE_PHASING,
CHARGE_SIZE,EDM_CD_PERF_INTERVAL,CHARGE_SIZE,
COMMENTS,EDM_CD_PERF_INTERVAL,COMMENTS,
CSG_COLLAR_TOP_SHOT,EDM_CD_PERF_INTERVAL,CSG_COLLAR_TOP_SHOT,
DATE_INTERVAL_SHOT,EDM_CD_PERF_INTERVAL,DATE_INTERVAL_SHOT,
DEBRIS,EDM_CD_PERF_INTERVAL,DEBRIS,
GUN_DIAM_MAX,EDM_CD_PERF_INTERVAL,GUN_DIAM_MAX,
GUN_SWELL_SIZE_MAX,EDM_CD_PERF_INTERVAL,GUN_SWELL_SIZE_MAX,
HOLE_DIAMETER,EDM_CD_PERF_INTERVAL,HOLE_DIAMETER,
HOW_GUNS_CONVEYED,EDM_CD_PERF_INTERVAL,HOW_GUNS_CONVEYED,
INTERVAL_TYPE,EDM_CD_PERF_INTERVAL,INTERVAL_TYPE,
IS_ADDITIONAL_SHOT,EDM_CD_PERF_INTERVAL,IS_ADDITIONAL_SHOT,
IS_MISRUN,EDM_CD_PERF_INTERVAL,IS_MISRUN,
MD_BOTTOM_SHOT,EDM_CD_PERF_INTERVAL,MD_BOTTOM_SHOT,
MD_REF_CASING_COLLAR,EDM_CD_PERF_INTERVAL,MD_REF_CASING_COLLAR,
MD_TOP_SHOT,EDM_CD_PERF_INTERVAL,MD_TOP_SHOT,
MISFIRES,EDM_CD_PERF_INTERVAL,MISFIRES,
PERF_ID,EDM_CD_PERF_INTERVAL,PERF_ID,
PERF_INTERVAL_ID,EDM_CD_PERF_INTERVAL,PERF_INTERVAL_ID,
PERF_PENETRATION,EDM_CD_PERF_INTERVAL,PERF_PENETRATION,
REASON,EDM_CD_PERF_INTERVAL,REASON,
RESERVOIR_ID,EDM_CD_PERF_INTERVAL,RESERVOIR_ID,
SEQUENCE_NO,EDM_CD_PERF_INTERVAL,SEQUENCE_NO,
SHOT_DENSITY,EDM_CD_PERF_INTERVAL,SHOT_DENSITY,
SQUEEZE_DATE,EDM_CD_PERF_INTERVAL,SQUEEZE_DATE,
TOP_SHOT_BOTTOM_SHOT_INTERVAL,EDM_CD_PERF_INTERVAL,TOP_SHOT_BOTTOM_SHOT_INTERVAL,
WELL_ID,EDM_CD_PERF_INTERVAL,MainWellHashID,
WELLBORE_FORMATION_ID,EDM_CD_PERF_INTERVAL,WELLBORE_FORMATION_ID,
WELLBORE_ID,EDM_CD_PERF_INTERVAL,MainWellBoreHashID,
WELLBORE_ZONE_ID,EDM_CD_PERF_INTERVAL,WELLBORE_ZONE_ID,
AVERAGE_DOGLEG,EDM_CD_SURVEY_HEADER,AVERAGE_DOGLEG,
AZIMUTH_CORRECTION,EDM_CD_SURVEY_HEADER,AZIMUTH_CORRECTION,
AZIMUTH_REFERENCE,EDM_CD_SURVEY_HEADER,AZIMUTH_REFERENCE,
BEND_ANGLE,EDM_CD_SURVEY_HEADER,BEND_ANGLE,
CASE_ID,EDM_CD_SURVEY_HEADER,CASE_ID,
COMPANY,EDM_CD_SURVEY_HEADER,COMPANY,
CREATE_APP_ID,EDM_CD_SURVEY_HEADER,CREATE_APP_ID,
CREATE_DATE,EDM_CD_SURVEY_HEADER,CREATE_DATE,
CREATE_USER_ID,EDM_CD_SURVEY_HEADER,CREATE_USER_ID,
DATE_END,EDM_CD_SURVEY_HEADER,DATE_END,
DEFINITIVE_PLAN,EDM_CD_SURVEY_HEADER,DEFINITIVE_PLAN,
DEPTH_CORRECTION,EDM_CD_SURVEY_HEADER,DEPTH_CORRECTION,
DEPTH_REFERENCE,EDM_CD_SURVEY_HEADER,DEPTH_REFERENCE,
DESCRIPTION,EDM_CD_SURVEY_HEADER,DESCRIPTION,
DIRECTIONAL_DIFFICULTY_INDEX,EDM_CD_SURVEY_HEADER,DIRECTIONAL_DIFFICULTY_INDEX,
ENGINEER,EDM_CD_SURVEY_HEADER,ENGINEER,
HEADER_DATE,EDM_CD_SURVEY_HEADER,HEADER_DATE,
INCLINATION_CORRECTION,EDM_CD_SURVEY_HEADER,INCLINATION_CORRECTION,
INTERFERENCE_CORRECTION,EDM_CD_SURVEY_HEADER,INTERFERENCE_CORRECTION,
IS_INTERFERENCE_APPLIED,EDM_CD_SURVEY_HEADER,IS_INTERFERENCE_APPLIED,
IS_MERGED,EDM_CD_SURVEY_HEADER,IS_MERGED,
IS_READONLY,EDM_CD_SURVEY_HEADER,IS_READONLY,
IS_SAG_APPLIED,EDM_CD_SURVEY_HEADER,IS_SAG_APPLIED,
IS_STRETCH_APPLIED,EDM_CD_SURVEY_HEADER,IS_STRETCH_APPLIED,
MAGNETIC_INTERFERENCE,EDM_CD_SURVEY_HEADER,MAGNETIC_INTERFERENCE,
MAXIMUM_DLS_DEPTH,EDM_CD_SURVEY_HEADER,MAXIMUM_DLS_DEPTH,
MAXIMUM_DLS_VALUE,EDM_CD_SURVEY_HEADER,MAXIMUM_DLS_VALUE,
MD_MAX,EDM_CD_SURVEY_HEADER,MD_MAX,
MD_MIN,EDM_CD_SURVEY_HEADER,MD_MIN,
MERGE_INTERVAL,EDM_CD_SURVEY_HEADER,MERGE_INTERVAL,
MERGE_SURVEY_IDS,EDM_CD_SURVEY_HEADER,MERGE_SURVEY_IDS,
MERGE_TOOL_IDS,EDM_CD_SURVEY_HEADER,MERGE_TOOL_IDS,
NUMBER_MERGED,EDM_CD_SURVEY_HEADER,NUMBER_MERGED,
OFFSET_WELL_ID,EDM_CD_SURVEY_HEADER,OFFSET_WELL_ID,
OVERRIDE_REASON,EDM_CD_SURVEY_HEADER,OVERRIDE_REASON,
PHASE,EDM_CD_SURVEY_HEADER,PHASE,
POLICY_ID,EDM_CD_SURVEY_HEADER,POLICY_ID,
PROCESSING_OPTION,EDM_CD_SURVEY_HEADER,PROCESSING_OPTION,
REMARKS,EDM_CD_SURVEY_HEADER,REMARKS,
SAG_DATA,EDM_CD_SURVEY_HEADER,SAG_DATA,
SCAN_OFFSET_WELL,EDM_CD_SURVEY_HEADER,SCAN_OFFSET_WELL,
SENSOR_FROM_BIT,EDM_CD_SURVEY_HEADER,SENSOR_FROM_BIT,
STRETCH_FACTOR,EDM_CD_SURVEY_HEADER,STRETCH_FACTOR,
STRETCH_FORMULA,EDM_CD_SURVEY_HEADER,STRETCH_FORMULA,
SURVEY_HEADER_ID,EDM_CD_SURVEY_HEADER,SURVEY_HEADER_ID,
SURVEY_NAME,EDM_CD_SURVEY_HEADER,SURVEY_NAME,
SURVEY_TOOL_ID,EDM_CD_SURVEY_HEADER,SURVEY_TOOL_ID,
SURVEY_TYPE,EDM_CD_SURVEY_HEADER,SURVEY_TYPE,
TIE_ON_DEPTH,EDM_CD_SURVEY_HEADER,TIE_ON_DEPTH,
TIE_ON_TYPE,EDM_CD_SURVEY_HEADER,TIE_ON_TYPE,
TIE_SURVEY_HEADER_ID,EDM_CD_SURVEY_HEADER,TIE_SURVEY_HEADER_ID,
TIE_WELLBORE_ID,EDM_CD_SURVEY_HEADER,TIE_WELLBORE_ID,
TOOL_FACE_ANGLE,EDM_CD_SURVEY_HEADER,TOOL_FACE_ANGLE,
TORTUOSITY,EDM_CD_SURVEY_HEADER,TORTUOSITY,
UPDATE_APP_ID,EDM_CD_SURVEY_HEADER,UPDATE_APP_ID,
UPDATE_DATE,EDM_CD_SURVEY_HEADER,UPDATE_DATE,
UPDATE_USER_ID,EDM_CD_SURVEY_HEADER,UPDATE_USER_ID,
VERSION_NO,EDM_CD_SURVEY_HEADER,VERSION_NO,
WELL_DESC,EDM_CD_SURVEY_HEADER,WELL_DESC,
WELL_ID,EDM_CD_SURVEY_HEADER,MainWellHashID,
WELLBORE_ID,EDM_CD_SURVEY_HEADER,MainWellBoreHashID,
AZIMUTH,EDM_CD_SURVEY_STATION,AZIMUTH,
BUILD_RATE,EDM_CD_SURVEY_STATION,BUILD_RATE,
CREATE_APP_ID,EDM_CD_SURVEY_STATION,CREATE_APP_ID,
CREATE_DATE,EDM_CD_SURVEY_STATION,CREATE_DATE,
CREATE_USER_ID,EDM_CD_SURVEY_STATION,CREATE_USER_ID,
DOGLEG_SEVERITY,EDM_CD_SURVEY_STATION,DOGLEG_SEVERITY,
GRAV_AXIAL_RAW,EDM_CD_SURVEY_STATION,GRAV_AXIAL_RAW,
GRAV_TRAN1_RAW,EDM_CD_SURVEY_STATION,GRAV_TRAN1_RAW,
GRAV_TRAN2_RAW,EDM_CD_SURVEY_STATION,GRAV_TRAN2_RAW,
INCLINATION,EDM_CD_SURVEY_STATION,INCLINATION,
MAG_AXIAL_RAW,EDM_CD_SURVEY_STATION,MAG_AXIAL_RAW,
MAG_TRAN1_RAW,EDM_CD_SURVEY_STATION,MAG_TRAN1_RAW,
MAG_TRAN2_RAW,EDM_CD_SURVEY_STATION,MAG_TRAN2_RAW,
MD,EDM_CD_SURVEY_STATION,DepthMD,
OFFSET_EAST,EDM_CD_SURVEY_STATION,OFFSET_EAST,
OFFSET_NORTH,EDM_CD_SURVEY_STATION,OFFSET_NORTH,
PLAN_METHOD,EDM_CD_SURVEY_STATION,PLAN_METHOD,
PROJECT_ID,EDM_CD_SURVEY_STATION,PROJECT_ID,
PROJECT_TARGET_ID,EDM_CD_SURVEY_STATION,PROJECT_TARGET_ID,
REMARKS,EDM_CD_SURVEY_STATION,REMARKS,
SEQUENCE_NO,EDM_CD_SURVEY_STATION,SEQUENCE_NO,
STATION_TYPE,EDM_CD_SURVEY_STATION,STATION_TYPE,
SURVEY_DATE,EDM_CD_SURVEY_STATION,SURVEY_DATE,
SURVEY_HEADER_ID,EDM_CD_SURVEY_STATION,SURVEY_HEADER_ID,
SURVEY_ID,EDM_CD_SURVEY_STATION,SURVEY_ID,
TOOL_FACE_ANGLE,EDM_CD_SURVEY_STATION,TOOL_FACE_ANGLE,
TURN_RATE,EDM_CD_SURVEY_STATION,TURN_RATE,
